financial_year,town_or_estate,hdb_or_dbss,status,no_of_units
2015,Sembawang,DBSS,Under Construction,0
2015,Sembawang,DBSS,Completed,0
2015,Sengkang,HDB,Under Construction,5229
2015,Sengkang,HDB,Completed,3550
2015,Sengkang,DBSS,Under Construction,0
2015,Sengkang,DBSS,Completed,0
2015,Serangoon,HDB,Under Construction,150
2015,Serangoon,HDB,Completed,195
2015,Serangoon,DBSS,Under Construction,0
2015,Serangoon,DBSS,Completed,0
2015,Tampines,HDB,Under Construction,4913
2015,Tampines,HDB,Completed,462
2015,Tampines,DBSS,Under Construction,0
2015,Tampines,DBSS,Completed,0
2015,Toa Payoh,HDB,Under Construction,3703
2015,Toa Payoh,HDB,Completed,436
2015,Toa Payoh,DBSS,Under Construction,0
2015,Toa Payoh,DBSS,Completed,0
2015,Woodlands,HDB,Under Construction,6265
2015,Woodlands,HDB,Completed,1002
2015,Woodlands,DBSS,Under Construction,0
2015,Woodlands,DBSS,Completed,0
2015,Yishun,HDB,Under Construction,6796
2015,Yishun,HDB,Completed,840
2015,Yishun,DBSS,Under Construction,0
2015,Yishun,DBSS,Completed,0
2016,Ang Mo Kio,HDB,Under Construction,1302
2016,Ang Mo Kio,HDB,Completed,859
2016,Ang Mo Kio,DBSS,Under Construction,0
2016,Ang Mo Kio,DBSS,Completed,0
2016,Bedok,HDB,Under Construction,1718
2016,Bedok,HDB,Completed,0
2016,Bedok,DBSS,Under Construction,0
2016,Bedok,DBSS,Completed,0
2016,Bishan,HDB,Under Construction,0
2016,Bishan,HDB,Completed,408
2016,Bishan,DBSS,Under Construction,0
2016,Bishan,DBSS,Completed,0
2016,Bukit Batok,HDB,Under Construction,11860
2016,Bukit Batok,HDB,Completed,1232
2016,Bukit Batok,DBSS,Under Construction,0
2016,Bukit Batok,DBSS,Completed,0
2016,Bukit Merah,HDB,Under Construction,2712
2016,Bukit Merah,HDB,Completed,570
2016,Bukit Merah,DBSS,Under Construction,0
2016,Bukit Merah,DBSS,Completed,0
2016,Bukit Panjang,HDB,Under Construction,1773
2016,Bukit Panjang,HDB,Completed,0
2016,Bukit Panjang,DBSS,Under Construction,0
2016,Bukit Panjang,DBSS,Completed,0
2016,Bukit Timah,HDB,Under Construction,0
2016,Bukit Timah,HDB,Completed,0
2016,Bukit Timah,DBSS,Under Construction,0
2016,Bukit Timah,DBSS,Completed,0
2016,Central Area,HDB,Under Construction,0
2016,Central Area,HDB,Completed,0
2016,Central Area,DBSS,Under Construction,0
2016,Central Area,DBSS,Completed,0
2016,Choa Chu Kang,HDB,Under Construction,126
2016,Choa Chu Kang,HDB,Completed,2476
2016,Choa Chu Kang,DBSS,Under Construction,0
2016,Choa Chu Kang,DBSS,Completed,0
2016,Clementi,HDB,Under Construction,887
2016,Clementi,HDB,Completed,962
2016,Clementi,DBSS,Under Construction,0
2016,Clementi,DBSS,Completed,0
2016,Geylang,HDB,Under Construction,750
2016,Geylang,HDB,Completed,584
2016,Geylang,DBSS,Under Construction,0
2016,Geylang,DBSS,Completed,0
2016,Hougang,HDB,Under Construction,3697
2016,Hougang,HDB,Completed,1338
2016,Hougang,DBSS,Under Construction,0
2016,Hougang,DBSS,Completed,0
2016,Jurong East,HDB,Under Construction,225
2016,Jurong East,HDB,Completed,0
2016,Jurong East,DBSS,Under Construction,0
2016,Jurong East,DBSS,Completed,0
2016,Jurong West,HDB,Under Construction,2130
2016,Jurong West,HDB,Completed,1640
2016,Jurong West,DBSS,Under Construction,0
2016,Jurong West,DBSS,Completed,0
2016,Kallang/Whampoa,HDB,Under Construction,738
2016,Kallang/Whampoa,HDB,Completed,2827
2016,Kallang/Whampoa,DBSS,Under Construction,0
2016,Kallang/Whampoa,DBSS,Completed,0
2016,Marine Parade,HDB,Under Construction,0
2016,Marine Parade,HDB,Completed,0
2016,Marine Parade,DBSS,Under Construction,0
2016,Marine Parade,DBSS,Completed,0
2016,Pasir Ris,HDB,Under Construction,0
2016,Pasir Ris,HDB,Completed,0
2016,Pasir Ris,DBSS,Under Construction,0
2016,Pasir Ris,DBSS,Completed,0
2016,Punggol,HDB,Under Construction,10641
2016,Punggol,HDB,Completed,1638
2016,Punggol,DBSS,Under Construction,0
2016,Punggol,DBSS,Completed,0
2016,Queenstown,HDB,Under Construction,4887
2016,Queenstown,HDB,Completed,0
2016,Queenstown,DBSS,Under Construction,0
2016,Queenstown,DBSS,Completed,0
2016,Sembawang,HDB,Under Construction,7149
2016,Sembawang,HDB,Completed,2561
2016,Sembawang,DBSS,Under Construction,0
2016,Sembawang,DBSS,Completed,0
2016,Sengkang,HDB,Under Construction,3216
2016,Sengkang,HDB,Completed,2934
2016,Sengkang,DBSS,Under Construction,0
2016,Sengkang,DBSS,Completed,0
2016,Serangoon,HDB,Under Construction,150
2016,Serangoon,HDB,Completed,0
2016,Serangoon,DBSS,Under Construction,0
2016,Serangoon,DBSS,Completed,0
2016,Tampines,HDB,Under Construction,6797
2016,Tampines,HDB,Completed,852
2016,Tampines,DBSS,Under Construction,0
2016,Tampines,DBSS,Completed,0
2016,Toa Payoh,HDB,Under Construction,4832
2016,Toa Payoh,HDB,Completed,465
2016,Toa Payoh,DBSS,Under Construction,0
2016,Toa Payoh,DBSS,Completed,0
2016,Woodlands,HDB,Under Construction,5447
2016,Woodlands,HDB,Completed,818
2016,Woodlands,DBSS,Under Construction,0
2016,Woodlands,DBSS,Completed,0
2016,Yishun,HDB,Under Construction,4254
2016,Yishun,HDB,Completed,3366
2016,Yishun,DBSS,Under Construction,0
2016,Yishun,DBSS,Completed,0
2017,Ang Mo Kio,HDB,Under Construction,590
2017,Ang Mo Kio,HDB,Completed,712
2017,Ang Mo Kio,DBSS,Under Construction,0
2017,Ang Mo Kio,DBSS,Completed,0
2017,Bedok,HDB,Under Construction,2645
2017,Bedok,HDB,Completed,728
2017,Bedok,DBSS,Under Construction,0
2017,Bedok,DBSS,Completed,0
2017,Bishan,HDB,Under Construction,0
2017,Bishan,HDB,Completed,0
2017,Bishan,DBSS,Under Construction,0
2017,Bishan,DBSS,Completed,0
2017,Bukit Batok,HDB,Under Construction,5233
2017,Bukit Batok,HDB,Completed,6884
2017,Bukit Batok,DBSS,Under Construction,0
2017,Bukit Batok,DBSS,Completed,0
2017,Bukit Merah,HDB,Under Construction,689
2017,Bukit Merah,HDB,Completed,2023
2017,Bukit Merah,DBSS,Under Construction,0
2017,Bukit Merah,DBSS,Completed,0
2017,Bukit Panjang,HDB,Under Construction,1773
2017,Bukit Panjang,HDB,Completed,0
2017,Bukit Panjang,DBSS,Under Construction,0
2017,Bukit Panjang,DBSS,Completed,0
2017,Bukit Timah,HDB,Under Construction,0
2017,Bukit Timah,HDB,Completed,0
2017,Bukit Timah,DBSS,Under Construction,0
2017,Bukit Timah,DBSS,Completed,0
2017,Central Area,HDB,Under Construction,0
2017,Central Area,HDB,Completed,0
2017,Central Area,DBSS,Under Construction,0
2017,Central Area,DBSS,Completed,0
2017,Choa Chu Kang,HDB,Under Construction,126
2017,Choa Chu Kang,HDB,Completed,0
2017,Choa Chu Kang,DBSS,Under Construction,0
2017,Choa Chu Kang,DBSS,Completed,0
2017,Clementi,HDB,Under Construction,3365
2017,Clementi,HDB,Completed,502
2017,Clementi,DBSS,Under Construction,0
2017,Clementi,DBSS,Completed,0
2017,Geylang,HDB,Under Construction,2023
2017,Geylang,HDB,Completed,0
2017,Geylang,DBSS,Under Construction,0
2017,Geylang,DBSS,Completed,0
2017,Hougang,HDB,Under Construction,3230
2017,Hougang,HDB,Completed,467
2017,Hougang,DBSS,Under Construction,0
2017,Hougang,DBSS,Completed,0
2017,Jurong East,HDB,Under Construction,225
2017,Jurong East,HDB,Completed,0
2017,Jurong East,DBSS,Under Construction,0
2017,Jurong East,DBSS,Completed,0
2017,Jurong West,HDB,Under Construction,907
2017,Jurong West,HDB,Completed,1223
2017,Jurong West,DBSS,Under Construction,0
2017,Jurong West,DBSS,Completed,0
2017,Kallang/Whampoa,HDB,Under Construction,981
2017,Kallang/Whampoa,HDB,Completed,0
2017,Kallang/Whampoa,DBSS,Under Construction,0
2017,Kallang/Whampoa,DBSS,Completed,0
2017,Marine Parade,HDB,Under Construction,0
2017,Marine Parade,HDB,Completed,0
2017,Marine Parade,DBSS,Under Construction,0
2017,Marine Parade,DBSS,Completed,0
2017,Pasir Ris,HDB,Under Construction,0
2017,Pasir Ris,HDB,Completed,0
2017,Pasir Ris,DBSS,Under Construction,0
2017,Pasir Ris,DBSS,Completed,0
2017,Punggol,HDB,Under Construction,8806
2017,Punggol,HDB,Completed,5844
2017,Punggol,DBSS,Under Construction,0
2017,Punggol,DBSS,Completed,0
2017,Queenstown,HDB,Under Construction,3708
2017,Queenstown,HDB,Completed,1179
2017,Queenstown,DBSS,Under Construction,0
2017,Queenstown,DBSS,Completed,0
2017,Sembawang,HDB,Under Construction,3497
2017,Sembawang,HDB,Completed,3962
2017,Sembawang,DBSS,Under Construction,0
2017,Sembawang,DBSS,Completed,0
2017,Sengkang,HDB,Under Construction,7333
2017,Sengkang,HDB,Completed,624
2017,Sengkang,DBSS,Under Construction,0
2017,Sengkang,DBSS,Completed,0
2017,Serangoon,HDB,Under Construction,0
2017,Serangoon,HDB,Completed,150
2017,Serangoon,DBSS,Under Construction,0
2017,Serangoon,DBSS,Completed,0
2017,Tampines,HDB,Under Construction,6533
2017,Tampines,HDB,Completed,902
2017,Tampines,DBSS,Under Construction,0
2017,Tampines,DBSS,Completed,0
2017,Toa Payoh,HDB,Under Construction,6975
2017,Toa Payoh,HDB,Completed,542
2017,Toa Payoh,DBSS,Under Construction,0
2017,Toa Payoh,DBSS,Completed,0
2017,Woodlands,HDB,Under Construction,3164
2017,Woodlands,HDB,Completed,3701
2017,Woodlands,DBSS,Under Construction,0
2017,Woodlands,DBSS,Completed,0
2017,Yishun,HDB,Under Construction,4154
2017,Yishun,HDB,Completed,1882
2017,Yishun,DBSS,Under Construction,0
2017,Yishun,DBSS,Completed,0
2018,Ang Mo Kio,HDB,Under Construction,590
2018,Ang Mo Kio,HDB,Completed,0
2018,Ang Mo Kio,DBSS,Under Construction,0
2018,Ang Mo Kio,DBSS,Completed,0
2018,Bedok,HDB,Under Construction,2315
2018,Bedok,HDB,Completed,330
2018,Bedok,DBSS,Under Construction,0
2018,Bedok,DBSS,Completed,0
2018,Bishan,HDB,Under Construction,0
2018,Bishan,HDB,Completed,0
2018,Bishan,DBSS,Under Construction,0
2018,Bishan,DBSS,Completed,0
2018,Bukit Batok,HDB,Under Construction,3359
2018,Bukit Batok,HDB,Completed,3014
2018,Bukit Batok,DBSS,Under Construction,0
2018,Bukit Batok,DBSS,Completed,0
2018,Bukit Merah,HDB,Under Construction,0
2018,Bukit Merah,HDB,Completed,689
2018,Bukit Merah,DBSS,Under Construction,0
2018,Bukit Merah,DBSS,Completed,0
2018,Bukit Panjang,HDB,Under Construction,1773
2018,Bukit Panjang,HDB,Completed,0
2018,Bukit Panjang,DBSS,Under Construction,0
2018,Bukit Panjang,DBSS,Completed,0
2018,Bukit Timah,HDB,Under Construction,0
2018,Bukit Timah,HDB,Completed,0
2018,Bukit Timah,DBSS,Under Construction,0
2018,Bukit Timah,DBSS,Completed,0
2018,Central Area,HDB,Under Construction,0
2018,Central Area,HDB,Completed,0
2018,Central Area,DBSS,Under Construction,0
2018,Central Area,DBSS,Completed,0
2018,Choa Chu Kang,HDB,Under Construction,700
2018,Choa Chu Kang,HDB,Completed,0
2018,Choa Chu Kang,DBSS,Under Construction,0
2018,Choa Chu Kang,DBSS,Completed,0
2018,Clementi,HDB,Under Construction,3365
2018,Clementi,HDB,Completed,0
2018,Clementi,DBSS,Under Construction,0
2018,Clementi,DBSS,Completed,0
2018,Geylang,HDB,Under Construction,3850
2018,Geylang,HDB,Completed,108
2018,Geylang,DBSS,Under Construction,0
2018,Geylang,DBSS,Completed,0
2018,Hougang,HDB,Under Construction,996
2018,Hougang,HDB,Completed,2234
2018,Hougang,DBSS,Under Construction,0
2018,Hougang,DBSS,Completed,0
2018,Jurong East,HDB,Under Construction,0
2018,Jurong East,HDB,Completed,225
2018,Jurong East,DBSS,Under Construction,0
2018,Jurong East,DBSS,Completed,0
2018,Jurong West,HDB,Under Construction,0
2018,Jurong West,HDB,Completed,907
2018,Jurong West,DBSS,Under Construction,0
2018,Jurong West,DBSS,Completed,0
2018,Kallang/Whampoa,HDB,Under Construction,654
2018,Kallang/Whampoa,HDB,Completed,738
2018,Kallang/Whampoa,DBSS,Under Construction,0
2018,Kallang/Whampoa,DBSS,Completed,0
2018,Marine Parade,HDB,Under Construction,0
2018,Marine Parade,HDB,Completed,0
2018,Marine Parade,DBSS,Under Construction,0
2018,Marine Parade,DBSS,Completed,0
2018,Pasir Ris,HDB,Under Construction,0
2018,Pasir Ris,HDB,Completed,0
2018,Pasir Ris,DBSS,Under Construction,0
2018,Pasir Ris,DBSS,Completed,0
2018,Punggol,HDB,Under Construction,10632
2018,Punggol,HDB,Completed,680
2018,Punggol,DBSS,Under Construction,0
2018,Punggol,DBSS,Completed,0
2018,Queenstown,HDB,Under Construction,3708
2018,Queenstown,HDB,Completed,0
2018,Queenstown,DBSS,Under Construction,0
2018,Queenstown,DBSS,Completed,0
2018,Sembawang,HDB,Under Construction,2979
2018,Sembawang,HDB,Completed,518
2018,Sembawang,DBSS,Under Construction,0
2018,Sembawang,DBSS,Completed,0
2018,Sengkang,HDB,Under Construction,9150
2018,Sengkang,HDB,Completed,511
2018,Sengkang,DBSS,Under Construction,0
2018,Sengkang,DBSS,Completed,0
2018,Serangoon,HDB,Under Construction,0
2018,Serangoon,HDB,Completed,0
2018,Serangoon,DBSS,Under Construction,0
2018,Serangoon,DBSS,Completed,0
2018,Tampines,HDB,Under Construction,9321
2018,Tampines,HDB,Completed,1943
2018,Tampines,DBSS,Under Construction,0
2018,Tampines,DBSS,Completed,0
2018,Tengah,HDB,Under Construction,2560
2018,Tengah,HDB,Completed,0
2018,Tengah,DBSS,Under Construction,0
2018,Tengah,DBSS,Completed,0
2018,Toa Payoh,HDB,Under Construction,6960
2018,Toa Payoh,HDB,Completed,557
2018,Toa Payoh,DBSS,Under Construction,0
2018,Toa Payoh,DBSS,Completed,0
2018,Woodlands,HDB,Under Construction,2047
2018,Woodlands,HDB,Completed,1746
2018,Woodlands,DBSS,Under Construction,0
2018,Woodlands,DBSS,Completed,0
2018,Yishun,HDB,Under Construction,4498
2018,Yishun,HDB,Completed,1548
2018,Yishun,DBSS,Under Construction,0
2018,Yishun,DBSS,Completed,0
2019,Ang Mo Kio,HDB,Under Construction,590
2019,Ang Mo Kio,HDB,Completed,0
2019,Ang Mo Kio,DBSS,Under Construction,0
2019,Ang Mo Kio,DBSS,Completed,0
2019,Bedok,HDB,Under Construction,1655
2019,Bedok,HDB,Completed,660
2019,Bedok,DBSS,Under Construction,0
2019,Bedok,DBSS,Completed,0
2019,Bishan,HDB,Under Construction,0
2019,Bishan,HDB,Completed,0
2019,Bishan,DBSS,Under Construction,0
2019,Bishan,DBSS,Completed,0
2019,Bukit Batok,HDB,Under Construction,2697
2019,Bukit Batok,HDB,Completed,662
2019,Bukit Batok,DBSS,Under Construction,0
2019,Bukit Batok,DBSS,Completed,0
2019,Bukit Merah,HDB,Under Construction,0
2019,Bukit Merah,HDB,Completed,0
2019,Bukit Merah,DBSS,Under Construction,0
2019,Bukit Merah,DBSS,Completed,0
2019,Bukit Panjang,HDB,Under Construction,1773
2019,Bukit Panjang,HDB,Completed,0
2019,Bukit Panjang,DBSS,Under Construction,0
2019,Bukit Panjang,DBSS,Completed,0
2019,Bukit Timah,HDB,Under Construction,0
2019,Bukit Timah,HDB,Completed,0
2019,Bukit Timah,DBSS,Under Construction,0
2019,Bukit Timah,DBSS,Completed,0
2019,Central Area,HDB,Under Construction,0
2019,Central Area,HDB,Completed,0
2019,Central Area,DBSS,Under Construction,0
2019,Central Area,DBSS,Completed,0
2019,Choa Chu Kang,HDB,Under Construction,1271
2019,Choa Chu Kang,HDB,Completed,0
2019,Choa Chu Kang,DBSS,Under Construction,0
2019,Choa Chu Kang,DBSS,Completed,0
2019,Clementi,HDB,Under Construction,2980
2019,Clementi,HDB,Completed,385
2019,Clementi,DBSS,Under Construction,0
2019,Clementi,DBSS,Completed,0
2019,Geylang,HDB,Under Construction,3838
2019,Geylang,HDB,Completed,642
2019,Geylang,DBSS,Under Construction,0
2019,Geylang,DBSS,Completed,0
2019,Hougang,HDB,Under Construction,285
2019,Hougang,HDB,Completed,711
2019,Hougang,DBSS,Under Construction,0
2019,Hougang,DBSS,Completed,0
2019,Jurong East,HDB,Under Construction,0
2019,Jurong East,HDB,Completed,0
2019,Jurong East,DBSS,Under Construction,0
2019,Jurong East,DBSS,Completed,0
2019,Jurong West,HDB,Under Construction,1374
2019,Jurong West,HDB,Completed,0
2019,Jurong West,DBSS,Under Construction,0
2019,Jurong West,DBSS,Completed,0
2019,Kallang/Whampoa,HDB,Under Construction,1681
2019,Kallang/Whampoa,HDB,Completed,0
2019,Kallang/Whampoa,DBSS,Under Construction,0
2019,Kallang/Whampoa,DBSS,Completed,0
2019,Marine Parade,HDB,Under Construction,0
2019,Marine Parade,HDB,Completed,0
2019,Marine Parade,DBSS,Under Construction,0
2019,Marine Parade,DBSS,Completed,0
2019,Pasir Ris,HDB,Under Construction,0
2019,Pasir Ris,HDB,Completed,0
2019,Pasir Ris,DBSS,Under Construction,0
2019,Pasir Ris,DBSS,Completed,0
2019,Punggol,HDB,Under Construction,12602
2019,Punggol,HDB,Completed,754
2019,Punggol,DBSS,Under Construction,0
2019,Punggol,DBSS,Completed,0
2019,Queenstown,HDB,Under Construction,3219
2019,Queenstown,HDB,Completed,489
2019,Queenstown,DBSS,Under Construction,0
2019,Queenstown,DBSS,Completed,0
2019,Sembawang,HDB,Under Construction,310
2019,Sembawang,HDB,Completed,2669
2019,Sembawang,DBSS,Under Construction,0
2019,Sembawang,DBSS,Completed,0
2019,Sengkang,HDB,Under Construction,7069
2019,Sengkang,HDB,Completed,2081
2019,Sengkang,DBSS,Under Construction,0
2019,Sengkang,DBSS,Completed,0
2019,Serangoon,HDB,Under Construction,0
2019,Serangoon,HDB,Completed,0
2019,Serangoon,DBSS,Under Construction,0
2019,Serangoon,DBSS,Completed,0
2019,Tampines,HDB,Under Construction,10483
2019,Tampines,HDB,Completed,1930
2019,Tampines,DBSS,Under Construction,0
2019,Tampines,DBSS,Completed,0
2019,Tengah,HDB,Under Construction,8839
2019,Tengah,HDB,Completed,0
2019,Tengah,DBSS,Under Construction,0
2019,Tengah,DBSS,Completed,0
2019,Toa Payoh,HDB,Under Construction,5674
2019,Toa Payoh,HDB,Completed,1286
2019,Toa Payoh,DBSS,Under Construction,0
2019,Toa Payoh,DBSS,Completed,0
2019,Woodlands,HDB,Under Construction,2769
2019,Woodlands,HDB,Completed,0
2019,Woodlands,DBSS,Under Construction,0
2019,Woodlands,DBSS,Completed,0
2019,Yishun,HDB,Under Construction,4444
2019,Yishun,HDB,Completed,824
2019,Yishun,DBSS,Under Construction,0
2019,Yishun,DBSS,Completed,0
2020,Ang Mo Kio,HDB,Under Construction,834
2020,Ang Mo Kio,HDB,Completed,590
2020,Ang Mo Kio,DBSS,Under Construction,0
2020,Ang Mo Kio,DBSS,Completed,0
2020,Bedok,HDB,Under Construction,919
2020,Bedok,HDB,Completed,590
2020,Bedok,DBSS,Under Construction,0
2020,Bedok,DBSS,Completed,0
2020,Bishan,HDB,Under Construction,1974
2020,Bishan,HDB,Completed,0
2020,Bishan,DBSS,Under Construction,0
2020,Bishan,DBSS,Completed,0
2020,Bukit Batok,HDB,Under Construction,1569
2020,Bukit Batok,HDB,Completed,1300
2020,Bukit Batok,DBSS,Under Construction,0
2020,Bukit Batok,DBSS,Completed,0
2020,Bukit Merah,HDB,Under Construction,0
2020,Bukit Merah,HDB,Completed,0
2020,Bukit Merah,DBSS,Under Construction,0
2020,Bukit Merah,DBSS,Completed,0
2020,Bukit Panjang,HDB,Under Construction,1773
2020,Bukit Panjang,HDB,Completed,0
2020,Bukit Panjang,DBSS,Under Construction,0
2020,Bukit Panjang,DBSS,Completed,0
2020,Bukit Timah,HDB,Under Construction,0
2020,Bukit Timah,HDB,Completed,0
2020,Bukit Timah,DBSS,Under Construction,0
2020,Bukit Timah,DBSS,Completed,0
2020,Central Area,HDB,Under Construction,0
2020,Central Area,HDB,Completed,0
2020,Central Area,DBSS,Under Construction,0
2020,Central Area,DBSS,Completed,0
2020,Choa Chu Kang,HDB,Under Construction,1145
2020,Choa Chu Kang,HDB,Completed,126
2020,Choa Chu Kang,DBSS,Under Construction,0
2020,Choa Chu Kang,DBSS,Completed,0
2020,Clementi,HDB,Under Construction,2980
2020,Clementi,HDB,Completed,0
2020,Clementi,DBSS,Under Construction,0
2020,Clementi,DBSS,Completed,0
2020,Geylang,HDB,Under Construction,3838
2020,Geylang,HDB,Completed,0
2020,Geylang,DBSS,Under Construction,0
2020,Geylang,DBSS,Completed,0
2020,Hougang,HDB,Under Construction,0
2020,Hougang,HDB,Completed,285
2020,Hougang,DBSS,Under Construction,0
2020,Hougang,DBSS,Completed,0
2020,Jurong East,HDB,Under Construction,0
2020,Jurong East,HDB,Completed,0
2020,Jurong East,DBSS,Under Construction,0
2020,Jurong East,DBSS,Completed,0
2020,Jurong West,HDB,Under Construction,1374
2020,Jurong West,HDB,Completed,0
2020,Jurong West,DBSS,Under Construction,0
2020,Jurong West,DBSS,Completed,0
2020,Kallang/Whampoa,HDB,Under Construction,1681
2020,Kallang/Whampoa,HDB,Completed,0
2020,Kallang/Whampoa,DBSS,Under Construction,0
2020,Kallang/Whampoa,DBSS,Completed,0
2020,Marine Parade,HDB,Under Construction,0
2020,Marine Parade,HDB,Completed,0
2020,Marine Parade,DBSS,Under Construction,0
2020,Marine Parade,DBSS,Completed,0
2020,Pasir Ris,HDB,Under Construction,0
2020,Pasir Ris,HDB,Completed,0
2020,Pasir Ris,DBSS,Under Construction,0
2020,Pasir Ris,DBSS,Completed,0
2020,Punggol,HDB,Under Construction,10679
2020,Punggol,HDB,Completed,1286
2020,Punggol,DBSS,Under Construction,0
2020,Punggol,DBSS,Completed,0
2020,Queenstown,HDB,Under Construction,2409
2020,Queenstown,HDB,Completed,810
2020,Queenstown,DBSS,Under Construction,0
2020,Queenstown,DBSS,Completed,0
2020,Sembawang,HDB,Under Construction,1777
2020,Sembawang,HDB,Completed,0
2020,Sembawang,DBSS,Under Construction,0
2020,Sembawang,DBSS,Completed,0
2020,Sengkang,HDB,Under Construction,7069
2020,Sengkang,HDB,Completed,0
2020,Sengkang,DBSS,Under Construction,0
2020,Sengkang,DBSS,Completed,0
2020,Serangoon,HDB,Under Construction,0
2020,Serangoon,HDB,Completed,0
2020,Serangoon,DBSS,Under Construction,0
2020,Serangoon,DBSS,Completed,0
2020,Tampines,HDB,Under Construction,10267
2020,Tampines,HDB,Completed,1289
2020,Tampines,DBSS,Under Construction,0
2020,Tampines,DBSS,Completed,0
2020,Tengah,HDB,Under Construction,10995
2020,Tengah,HDB,Completed,0
2020,Tengah,DBSS,Under Construction,0
2020,Tengah,DBSS,Completed,0
2020,Toa Payoh,HDB,Under Construction,6477
2020,Toa Payoh,HDB,Completed,1178
2020,Toa Payoh,DBSS,Under Construction,0
2020,Toa Payoh,DBSS,Completed,0
2020,Woodlands,HDB,Under Construction,3118
2020,Woodlands,HDB,Completed,0
2020,Woodlands,DBSS,Under Construction,0
2020,Woodlands,DBSS,Completed,0
2020,Yishun,HDB,Under Construction,4444
2020,Yishun,HDB,Completed,0
2020,Yishun,DBSS,Under Construction,0
2020,Yishun,DBSS,Completed,0
2021,Ang Mo Kio,HDB,Under Construction,834
2021,Ang Mo Kio,HDB,Completed,0
2021,Ang Mo Kio,DBSS,Under Construction,0
2021,Ang Mo Kio,DBSS,Completed,0
2021,Bedok,HDB,Under Construction,0
2021,Bedok,HDB,Completed,919
2021,Bedok,DBSS,Under Construction,0
2021,Bedok,DBSS,Completed,0
2021,Bishan,HDB,Under Construction,1974
2021,Bishan,HDB,Completed,0
2021,Bishan,DBSS,Under Construction,0
2021,Bishan,DBSS,Completed,0
2021,Bukit Batok,HDB,Under Construction,2531
2021,Bukit Batok,HDB,Completed,0
2021,Bukit Batok,DBSS,Under Construction,0
2021,Bukit Batok,DBSS,Completed,0
2021,Bukit Merah,HDB,Under Construction,0
2021,Bukit Merah,HDB,Completed,0
2021,Bukit Merah,DBSS,Under Construction,0
2021,Bukit Merah,DBSS,Completed,0
2021,Bukit Panjang,HDB,Under Construction,202
2021,Bukit Panjang,HDB,Completed,1571
2021,Bukit Panjang,DBSS,Under Construction,0
2021,Bukit Panjang,DBSS,Completed,0
2021,Bukit Timah,HDB,Under Construction,0
2021,Bukit Timah,HDB,Completed,0
2021,Bukit Timah,DBSS,Under Construction,0
2021,Bukit Timah,DBSS,Completed,0
2021,Central Area,HDB,Under Construction,0
2021,Central Area,HDB,Completed,0
2021,Central Area,DBSS,Under Construction,0
2021,Central Area,DBSS,Completed,0
2021,Choa Chu Kang,HDB,Under Construction,1145
2021,Choa Chu Kang,HDB,Completed,0
2021,Choa Chu Kang,DBSS,Under Construction,0
2021,Choa Chu Kang,DBSS,Completed,0
2021,Clementi,HDB,Under Construction,2980
2021,Clementi,HDB,Completed,0
2021,Clementi,DBSS,Under Construction,0
2021,Clementi,DBSS,Completed,0
2021,Geylang,HDB,Under Construction,4955
2021,Geylang,HDB,Completed,686
2021,Geylang,DBSS,Under Construction,0
2021,Geylang,DBSS,Completed,0
2021,Hougang,HDB,Under Construction,1439
2021,Hougang,HDB,Completed,0
2021,Hougang,DBSS,Under Construction,0
2021,Hougang,DBSS,Completed,0
2021,Jurong East,HDB,Under Construction,569
2021,Jurong East,HDB,Completed,0
2021,Jurong East,DBSS,Under Construction,0
2021,Jurong East,DBSS,Completed,0
2021,Jurong West,HDB,Under Construction,1374
2021,Jurong West,HDB,Completed,0
2021,Jurong West,DBSS,Under Construction,0
2021,Jurong West,DBSS,Completed,0
2021,Kallang/Whampoa,HDB,Under Construction,2634
2021,Kallang/Whampoa,HDB,Completed,243
2021,Kallang/Whampoa,DBSS,Under Construction,0
2021,Kallang/Whampoa,DBSS,Completed,0
2021,Marine Parade,HDB,Under Construction,0
2021,Marine Parade,HDB,Completed,0
2021,Marine Parade,DBSS,Under Construction,0
2021,Marine Parade,DBSS,Completed,0
2021,Pasir Ris,HDB,Under Construction,1270
2021,Pasir Ris,HDB,Completed,0
2021,Pasir Ris,DBSS,Under Construction,0
2021,Pasir Ris,DBSS,Completed,0
2021,Punggol,HDB,Under Construction,7454
2021,Punggol,HDB,Completed,3225
2021,Punggol,DBSS,Under Construction,0
2021,Punggol,DBSS,Completed,0
2021,Queenstown,HDB,Under Construction,0
2021,Queenstown,HDB,Completed,2409
2021,Queenstown,DBSS,Under Construction,0
2021,Queenstown,DBSS,Completed,0
2021,Sembawang,HDB,Under Construction,2193
2021,Sembawang,HDB,Completed,310
2021,Sembawang,DBSS,Under Construction,0
2021,Sembawang,DBSS,Completed,0
2021,Sengkang,HDB,Under Construction,6076
2021,Sengkang,HDB,Completed,993
2021,Sengkang,DBSS,Under Construction,0
2021,Sengkang,DBSS,Completed,0
2021,Serangoon,HDB,Under Construction,0
2021,Serangoon,HDB,Completed,0
2021,Serangoon,DBSS,Under Construction,0
2021,Serangoon,DBSS,Completed,0
2021,Tampines,HDB,Under Construction,11802
2021,Tampines,HDB,Completed,1374
2021,Tampines,DBSS,Under Construction,0
2021,Tampines,DBSS,Completed,0
2021,Tengah,HDB,Under Construction,14148
2021,Tengah,HDB,Completed,0
2021,Tengah,DBSS,Under Construction,0
2021,Tengah,DBSS,Completed,0
